num_of_files,total_lines,mod_lines,label,insertions,deletions
1,0,15,None,15,0
2,218,166,None,77,5
1,0,2,None,1,1
1,0,2,None,1,1
1,8594,24,None,0,24
7,143,125,None,70,55
3,215,81,None,33,48
5,143,44,None,37,7
1,8594,24,None,0,24
5,237,197,None,189,8
5,237,53,None,29,24
3,104,123,None,15,2
1,192,4,None,2,2
4,237,192,None,184,8
3,104,123,None,15,2
1,192,4,None,2,2
1,101,4,non-bug,3,1
1,101,4,non-bug,3,1
1,0,34,None,0,0
1,0,34,None,0,0
1,0,2,None,1,1
1,0,2,None,1,1
1,200,38,None,34,4
1,200,38,None,34,4
16,251,574,None,327,138
9,251,32,None,15,8
9,251,89,None,78,11
8,104,230,None,78,63
7,68,571,None,307,196
7,68,571,None,307,196
8,104,230,None,78,63
1,504,14,None,11,3
1,504,14,None,11,3
2,496,132,non-bug,98,4
1,82,17,None,13,4
1,82,17,None,13,4
2,66,86,None,77,9
2,66,86,None,77,9
13,251,391,None,198,95
3,131,26,None,17,5
3,71,77,None,73,2
1,0,2,non-bug,0,0
2,71,75,None,73,2
322,55,2888,None,1931,503
27,40,1428,None,1428,0
7,42,125,None,55,55
268,55,1163,None,382,382
8,133,30,None,1,1
11,83,24,None,9,9
22,195,60,None,21,21
8,79,1150,None,215,59
8,79,1150,bug,215,59
6,106,1184,None,392,228
6,106,1184,None,392,228
1,64,14,None,0,14
1,64,14,None,0,14
1,146,19,None,0,19
2,165,94,None,6,81
2,496,132,non-bug,98,4
5,114,61,None,56,5
5,114,61,None,56,5
1,8614,8,non-bug,4,4
1,0,2,None,1,1
1,0,2,None,1,1
1,246,2,None,1,1
1,192,51,None,51,0
1,192,51,None,51,0
2,0,31,None,15,0
1,246,2,None,1,1
2,0,31,None,15,0
8,113,665,None,255,46
1,0,2,None,1,1
1,0,68,non-bug,0,0
1,0,2,None,0,0
1,0,2,non-bug,0,0
1,0,68,non-bug,0,0
1,0,2,None,1,1
2,0,31,non-bug,0,0
2,113,46,None,4,20
1,8613,26,None,23,3
1,69,3,None,3,0
4,129,64,None,8,44
1,8593,3932,non-bug,1979,1953
3,8567,125,None,121,4
3,8567,125,None,121,4
3,142,298,None,55,63
2,115,9,None,1,0
4,150,570,None,269,4
5,117,283,None,120,143
5,117,283,None,120,143
6,89,517,None,126,379
6,89,517,None,126,379
2,112,35,None,28,7
1,177,33,None,5,28
7,107,182,non-bug,39,143
1,193,42,None,26,16
4,150,200,None,82,34
1,177,33,None,5,28
1,74,7,non-bug,1,6
7,107,182,non-bug,39,143
4,140,478,None,210,3
2,112,35,None,28,7
1,0,1,None,1,0
1,0,1,None,1,0
52,125,123,None,42,39
52,125,123,None,42,39
1,8567,2,None,1,1
2,329,221,None,108,113
1,8567,2,None,1,1
2,329,221,None,108,113
1,209,2,non-bug,1,1
2,0,25,None,25,0
2,402,250,None,127,50
2,402,250,None,127,50
13,464,646,None,511,5
13,464,646,None,511,5
2,173,28,non-bug,8,1
1,209,40,None,39,1
7,91,923,non-bug,334,344
6,0,6,None,6,0
4,79,160,bug,94,66
1,162,15,None,15,0
2,0,10,None,0,0
6,91,664,non-bug,319,344
6,0,6,None,6,0
2,0,236,None,0,0
17,111,1491,non-bug,455,239
1,0,4,None,0,0
1,152,1,None,0,1
1,107,30,None,0,0
1,0,54,None,0,0
1,111,23,None,22,1
4,219,409,None,223,139
1,209,40,None,39,1
1,8575,4,None,2,2
2,233,9,None,4,5
1,108,3,None,2,1
1,223,88,None,1,87
2,153,467,non-bug,16,8
1,8575,2,None,1,1
1,90,90,None,90,0
5,135,464,None,151,61
4,81,163,None,83,73
3,0,8,non-bug,1,1
6,61,267,None,226,6
3,0,8,non-bug,1,1
2,402,250,bug,127,50
3,105,56,None,4,0
10,61,508,None,389,1
45,55,2309,None,771,774
3,45,40,None,7,6
3,45,40,None,7,6
8,59,315,None,117,83
6,59,295,bug,112,78
3,48,20,None,5,5
1,124,3,None,2,1
3,123,147,None,145,2
3,0,47,None,16,25
19,55,880,None,448,139
4,79,225,None,148,41
9,55,96,None,75,1
1,0,36,None,0,0
1,0,14,None,0,0
1,251,89,None,85,4
3,190,168,None,4,0
1,0,9,None,0,0
1,8552,4,non-bug,3,1
4,144,289,None,134,137
6,106,334,None,179,135
14,56,889,None,43,523
14,56,889,None,43,523
26,154,1325,None,518,359
3,0,47,None,16,25
3,123,60,None,31,29
13,464,646,bug,512,4
7,0,247,None,151,96
3,0,190,None,96,94
3,0,34,None,32,2
1,0,23,None,23,0
1,307,49,non-bug,29,20
1,100,3,None,1,2
1,8550,2,None,1,1
5,101,403,None,103,99
1,8550,20,None,14,6
2,91,46,None,11,7
2,91,46,non-bug,11,7
1,307,49,non-bug,29,20
1,8550,8,None,4,4
1,8550,16,None,12,4
1,0,7,non-bug,2,5
10,72,543,None,197,127
5,72,96,None,44,43
3,107,119,None,57,4
1,0,7,non-bug,2,5
4,87,186,None,100,84
1,0,38,None,0,0
1,154,4,None,3,1
1,8500,15,None,13,2
1,8500,15,None,13,2
2,101,109,non-bug,34,37
1,154,4,None,3,1
1,104,1,None,0,1
5,105,433,None,107,99
3,102,59,non-bug,33,26
3,102,59,None,33,26
8,99,739,None,319,1
4,0,102,non-bug,65,30
1,50,100,non-bug,50,50
1,50,100,None,50,50
1,50,22,non-bug,11,11
2,50,80,None,75,5
2,50,80,bug,75,5
15,0,430,non-bug,159,268
1,176,16,None,12,4
1,176,16,None,12,4
15,0,430,None,159,268
1,201,8,None,6,2
1,201,8,None,6,2
14,117,1519,None,614,50
1,8484,87,None,28,59
1,97,2,non-bug,1,1
3,41,143,None,97,0
1,201,8,None,6,2
3,41,143,None,97,0
1,97,2,non-bug,1,1
10,117,1374,None,516,49
2,244,86,None,16,8
4,72,675,bug,74,3
3,84,174,None,151,21
5,117,519,bug,286,28
2,120,108,non-bug,13,3
1,0,37,None,0,0
1,0,9,None,0,0
2,120,86,non-bug,13,3
1,0,2,non-bug,1,1
63,158,3084,None,737,1414
14,158,701,None,188,304
50,175,2383,None,549,1110
1,0,2,None,1,1
35,111,438,None,153,79
35,111,438,None,153,79
211,413,3221,None,801,482
2,8497,6,non-bug,5,1
114,413,975,None,391,199
85,60,949,None,446,450
52,255,663,None,105,128
2,115,127,None,127,0
1,0,18,None,16,2
1,8491,650,None,334,316
108,136,3082,None,339,189
208,412,2870,None,684,684
1,8491,650,None,334,316
5,0,203,non-bug,21,10
1,8473,932,None,466,466
5,0,203,non-bug,21,10
1,8473,932,None,466,466
8,99,739,None,319,1
206,158,6223,None,1363,1213
2,286,8,non-bug,4,3
1,92,8,non-bug,4,4
4,241,42,non-bug,21,21
1,0,12,non-bug,0,0
1,0,61,non-bug,0,0
6,0,141,non-bug,0,0
1,0,5,non-bug,0,0
5,101,48,None,47,1
3,168,61,non-bug,15,4
1,0,100,None,0,0
2,131,60,non-bug,25,24
1,0,14,None,0,0
1,256,20,non-bug,11,9
16,436,103,non-bug,36,67
11,0,617,None,0,0
4,0,94,non-bug,40,47
63,78,1761,None,40,49
48,290,595,None,8,5
5,115,289,None,52,1
1,0,42,None,42,0
125,158,2296,None,903,890
4,121,0,None,0,0
6,254,106,bug,59,47
2,129,248,None,129,119
3,211,302,None,166,136
7,74,70,bug,25,15
1,440,101,non-bug,40,61
1,440,16,None,5,11
1,446,99,non-bug,42,57
2,173,28,non-bug,8,1
58,99,4674,None,1652,1564
2,0,7,non-bug,3,4
1,8510,12,None,12,0
1,145,7,None,3,4
1,48,2,None,1,1
1,8498,574,None,212,362
1,8648,12,None,1,11
1,8658,253,None,58,195
7,99,87,None,51,32
1,0,4,non-bug,2,2
2,203,105,None,98,7
1,8795,3,None,3,0
1,842,55,None,36,19
2,146,58,non-bug,3,3
1,70,70,None,70,0
2,146,78,non-bug,25,3
4,62,129,None,65,62
28,77,1074,bug,295,452
8,75,572,None,225,287
3,48,27,non-bug,13,7
10,55,418,None,159,192
13,161,865,None,466,350
6,48,352,None,85,9
14,255,366,None,285,81
2,461,88,non-bug,26,17
1,8621,5322,None,2507,2815
2,461,88,non-bug,26,17
1,8621,5322,None,2507,2815
2,0,25,None,25,0
1,8929,8,None,5,3
1,8929,8,None,5,3
1,8927,22,None,20,2
14,158,418,None,368,3
8,23,407,None,360,0
6,158,11,None,8,3
1,8909,285,None,176,109
2,0,31,None,15,0
317,42,18565,None,7795,6544
316,42,713,None,252,176
3,240,940,None,409,417
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
1,8841,11605,bug,5801,5804
186,412,10073,bug,3714,2528
1,0,1,None,1,0
4,237,49,None,42,7
1,0,19,None,19,0
6,149,654,None,0,275
3,430,917,None,143,210
6,149,654,None,0,275
2,174,88,non-bug,25,16
3,315,474,None,238,0
3,314,261,None,174,0
1,7908,79,None,78,1
3,370,727,None,432,0
3,501,380,None,159,0
3,297,555,None,247,0
3,536,298,None,165,0
3,230,485,None,230,149
4,237,39,None,24,15
1,174,25,None,18,7
1,163,9,None,4,5
2,164,56,non-bug,4,5
3,297,204,None,54,46
2,0,7,None,3,4
2,0,7,None,3,4
3,430,917,None,143,210
3,315,474,None,238,0
3,314,261,None,174,0
1,7643,6,None,3,3
1,7643,79,None,78,1
3,370,329,None,179,0
3,208,398,None,253,0
3,501,380,None,159,0
3,280,525,None,239,0
3,536,298,None,165,0
1,0,26,None,26,0
1,0,37,non-bug,0,0
1,0,83,None,79,4
1,0,37,non-bug,0,0
7,109,490,None,93,38
7,109,490,None,93,38
1,0,86,None,78,8
1,0,2,None,1,1
1,0,84,None,0,0
3,230,401,None,230,149
1,0,2,None,1,1
6,103,331,None,30,4
5,103,312,None,30,4
2,0,25,None,0,0
1,175,36,None,34,2
3,77,179,None,2,2
1,175,36,None,34,2
3,77,179,None,2,2
1,7580,27,None,27,0
1,7580,27,None,27,0
1,0,83,None,79,4
5,0,96,non-bug,75,13
5,0,96,non-bug,75,13
1,0,4,None,3,1
1,0,4,None,3,1
6,7553,711,None,288,193
6,7553,711,None,288,193
15,172,2496,non-bug,261,61
1,0,9,None,0,0
1,0,4,None,0,0
1,0,4,non-bug,0,0
1,0,16,None,0,0
9,0,1270,None,0,0
1,163,10,non-bug,5,5
1,163,76,non-bug,52,24
1,132,5,None,3,2
5,135,306,non-bug,46,10
4,172,230,non-bug,131,22
6,0,637,None,0,0
1,164,46,non-bug,36,10
1,0,84,non-bug,0,0
1,258,2,non-bug,1,1
6,0,451,None,0,0
1,1712,114,None,68,46
1,1712,114,None,68,46
1,1690,895,None,452,443
1,1690,895,None,452,443
2,0,850,non-bug,172,205
1,0,47,None,33,14
2,0,855,non-bug,165,217
17,7713,4623,None,2522,1000
11,68,3226,None,1964,599
6,7713,1215,None,467,310
1,7755,32,None,16,16
1,7755,32,None,16,16
1,7755,289,None,190,99
3,59,27,None,19,8
1,7664,22,None,16,6
1,59,4,None,2,2
1,121,1,None,1,0
2,7654,58,None,25,0
2,7654,58,None,25,0
1,7720,17,None,12,5
4,71,160,None,94,0
1,7690,138,None,97,41
4,71,160,None,94,0
4,71,160,None,94,0
6,291,1081,None,554,2
1,7538,134,None,81,53
6,291,1081,None,554,2
4,7606,27,None,0,1
3,7607,239,None,1,202
7,291,1305,None,754,0
8,243,713,None,374,10
8,243,713,None,374,10
1,0,2,None,0,2
2,37,46,None,46,0
2,134,134,None,41,93
2,469,442,None,257,185
1,469,2,None,1,1
2,469,364,None,218,146
1,7405,80,None,40,40
1,0,4,None,2,2
1,0,4,None,2,2
2,229,40,None,21,19
2,229,40,None,21,19
7,7403,79,non-bug,49,22
7,7403,79,non-bug,49,22
2,134,134,None,41,93
2,147,279,non-bug,50,32
2,147,279,non-bug,50,32
7,243,215,None,110,89
4,131,505,None,296,209
1,7316,2,None,2,0
1,7314,1,None,1,0
3,120,92,None,61,23
3,0,8,None,0,0
1,243,8,non-bug,4,4
4,131,505,None,296,209
8,242,692,None,360,3
1,7255,87,None,25,62
1,7292,17,None,17,0
3,253,64,non-bug,8,6
2,37,46,None,46,0
5,243,540,None,330,0
3,242,818,None,365,0
2,83,24,non-bug,2,9
9,104,445,non-bug,152,23
5,77,166,non-bug,70,44
12,96,1392,non-bug,320,269
11,126,775,None,337,334
7,126,197,None,47,46
1,102,85,None,59,26
1,101,74,None,54,20
1,152,178,None,84,94
1,132,129,None,56,73
3,253,64,non-bug,8,6
4,69,106,None,60,46
2,114,98,None,12,86
1,63,26,None,24,2
13,252,1906,non-bug,633,365
1,129,34,None,8,26
1,0,8,None,0,0
7,291,1305,None,754,0
1,252,12,non-bug,3,9
2,258,46,None,20,26
5,274,141,bug,109,32
6,215,388,bug,142,96
1,0,23,None,0,0
12,187,1644,bug,542,367
1,96,6,None,3,3
2,0,4,non-bug,0,0
9,96,1215,bug,251,269
1,6860,2,None,2,0
1,428,2,None,2,0
4,426,203,non-bug,82,17
1,6862,42,None,21,21
1,6862,42,None,21,21
5,243,540,None,330,0
3,242,818,bug,365,0
2,83,24,non-bug,2,9
2,138,34,None,3,1
1,0,30,non-bug,0,0
1,138,4,None,3,1
1,0,6,None,0,0
3,373,127,non-bug,26,99
1,349,2,non-bug,1,1
1,349,2,None,1,1
9,104,518,non-bug,225,23
1,0,86,None,0,0
2,6870,27,non-bug,0,10
4,77,127,None,63,21
1,0,20,None,7,13
1,0,86,None,0,0
3,131,240,non-bug,41,37
3,131,240,non-bug,41,37
1,6862,300,None,180,120
1,6862,300,None,180,120
1,0,51,None,33,18
2,0,840,non-bug,150,217
1,349,18,non-bug,16,2
1,349,18,None,16,2
4,751,1591,None,1148,0
4,86,236,None,104,60
4,751,814,None,420,24
3,739,825,None,752,0
4,86,236,None,104,60
2,325,144,None,55,0
1,6432,1485,None,774,711
1,6432,1485,None,774,711
2,325,144,None,55,0
2,6369,166,None,37,0
2,6309,138,None,0,37
2,176,98,non-bug,3,0
1,176,3,non-bug,3,0
1,0,95,None,0,0
104,957,2501,None,1244,752
25,29,379,None,165,0
38,0,91,None,13,13
8,274,896,None,490,406
10,14,258,None,244,0
26,957,55,None,26,27
12,19,24,None,9,9
8,81,489,None,191,118
4,74,355,None,174,0
1,6274,24,None,13,11
3,400,102,non-bug,67,11
1,0,213,None,0,0
36,0,1674,None,615,252
1,0,43,None,22,21
1,0,12,None,7,5
7,0,177,non-bug,104,59
1,0,21,None,20,1
1,0,10,None,10,0
1,6274,22,None,12,10
55,957,10027,None,3184,3092
1,0,8,None,4,4
3,400,102,non-bug,67,11
2,6346,139,None,74,0
8,81,489,bug,191,118
3,0,58,None,14,23
1,0,14,None,13,1
4,0,13,None,7,4
5,0,75,None,45,21
1,0,8,None,6,2
54,957,10025,None,3183,3091
1,0,10,None,9,1
2,0,6,None,1,1
1,0,13,None,7,6
5,0,109,None,37,48
30,957,8908,non-bug,2743,2743
1,0,15,None,15,0
2,171,74,non-bug,23,7
1,6272,22,None,22,0
4,73,266,None,87,10
2,6246,10,None,9,1
12,357,375,None,78,233
2,128,171,non-bug,45,52
3,207,265,None,105,1
4,62,673,None,152,140
2,0,8,None,1,1
1,0,39,None,18,21
2,137,254,None,90,70
1,6251,22,None,22,0
2,171,74,non-bug,23,7
1,0,8,non-bug,0,0
2,0,14,None,0,0
1,0,18,None,0,0
1,0,2,non-bug,1,1
1,0,118,None,0,0
4,0,61,None,36,25
3,0,29,None,24,5
1,0,2,None,1,1
42,957,5505,None,3198,229
1,171,2,None,1,1
1,0,18,None,9,9
7,0,51,None,19,20
1,0,239,None,0,0
1,0,24,None,0,0
3,0,41,None,18,0
1,0,40,None,35,5
1,0,10,None,6,4
1,0,22,non-bug,11,11
1,0,708,None,0,0
3,0,268,None,0,0
2,6233,32,non-bug,3,0
4,73,250,None,84,10
1,0,22,None,11,11
2,0,10,None,4,4
1,0,10,None,5,5
5,0,206,None,26,33
1,0,33,None,0,0
16,0,62,non-bug,22,20
1,6229,2,None,1,1
2,0,17,None,7,10
2,0,65,None,40,25
2,0,36,None,26,10
1,0,8,None,0,0
1,6287,34,None,32,2
1,0,181,None,0,0
1,42,42,bug,42,0
1,6257,28,None,28,0
1,74,74,None,74,0
2,6233,10,None,9,1
2,0,26,None,0,26
1,0,1,None,0,1
1,0,25,None,0,25
1,0,2,non-bug,1,1
12,357,351,None,79,208
1,0,6,None,3,3
3,0,75,None,42,33
2,0,237,None,10,4
2,128,171,non-bug,45,52
3,207,265,None,105,1
2,62,549,None,62,66
12,0,1220,None,18,14
6,0,224,None,33,31
10,0,341,None,111,52
4,0,273,None,48,48
3,0,18,None,9,9
2,0,28,None,20,8
3,0,82,None,76,6
1,6229,61,None,41,20
1,0,44,None,0,0
2,66,31,non-bug,10,1
1,0,31,None,0,0
1,6229,61,None,41,20
1,57,15,None,1,14
2,70,230,None,23,27
1,74,63,None,42,21
2,53,210,None,23,40
3,59,111,None,25,0
4,101,800,None,456,0
8,45,367,None,196,142
3,59,111,None,25,0
26,236,1248,None,649,233
4,101,800,None,456,0
3,236,565,None,263,0
23,0,625,non-bug,330,231
3,236,565,None,263,0
1,6146,6,None,3,3
1,0,59,None,59,0
3,0,64,None,0,2
2,0,48,None,21,0
1,0,11,None,10,1
1,6146,6,non-bug,3,3
1,0,2,None,1,1
23,957,3327,None,2125,25
23,957,3327,None,2125,25
3,0,65,None,37,26
5,45,232,None,125,107
1,6146,3,None,3,0
1,6146,3,None,3,0
3,121,293,None,136,0
1,0,103,None,0,0
2,531,126,non-bug,4,1
1,159,127,non-bug,123,4
10,957,2061,None,1408,0
1,6128,44,None,25,19
6,255,570,None,426,1
7,0,56,None,8,8
2,0,15,None,8,7
2,121,8,non-bug,1,5
1,0,121,non-bug,0,0
2,0,17,None,14,3
3,0,99,None,32,67
1,0,8,None,8,0
3,0,64,non-bug,2,0
9,0,86,non-bug,37,47
1,0,21,None,21,0
1,531,5,non-bug,4,1
1,0,8,None,6,2
2,0,8,None,4,4
1,0,4,None,3,1
1,0,7,None,3,4
1,0,34,None,0,34
1,0,2,None,0,0
1,0,2,None,0,2
1,0,15,non-bug,7,8
2,0,10,non-bug,6,4
5,0,22,non-bug,15,5
10,0,40,non-bug,25,15
1,0,10,non-bug,5,5
1,0,2,None,1,1
8,0,120,None,105,0
1,0,56,None,53,3
1,0,44,None,21,23
3,0,23,None,17,6
1,125,4,None,2,2
3,125,297,bug,140,0
1,0,30,None,0,30
1,0,3,non-bug,1,2
2,0,0,None,0,0
10,0,144,None,67,75
1,0,21,None,0,21
2,0,47,None,2,0
1,0,31,None,0,31
1,0,34,None,0,34
1,0,57,None,0,57
1,0,22,None,22,0
2,0,24,None,23,1
2,0,21,None,19,2
2,0,27,None,24,3
2,0,24,None,21,3
2,0,17,None,17,0
5,0,49,None,32,17
3,0,74,None,41,33
1,0,21,None,0,21
1,0,1,None,1,0
1,0,0,None,0,0
4,255,32,None,31,1
4,139,537,None,394,0
1,0,2,None,1,1
1,0,103,None,0,0
1,0,59,None,59,0
1,159,127,non-bug,123,4
10,957,2061,None,1408,0
1,6128,44,None,25,19
1,0,14,None,14,0
1,0,2,None,1,1
1,0,2,None,1,1
22,167,348,None,314,10
20,167,301,None,286,0
2,0,24,None,21,3
1,0,14,None,7,7
1,0,9,non-bug,0,0
1,0,2,None,1,1
1,6122,713,None,445,268
1,6122,676,None,351,325
6,206,1095,None,493,0
6,206,1095,None,493,0
6,84,677,non-bug,253,198
6,84,640,non-bug,253,198
1,0,6,None,4,2
1,0,2,None,1,1
2,0,95,None,0,0
3,277,601,None,299,0
2,85,11,non-bug,0,1
27,0,1394,None,442,279
2,85,11,non-bug,0,1
3,68,68,None,21,9
1,67,75,None,36,39
2,70,188,None,95,93
1,5968,11914,None,5968,5946
22,72,13717,None,7410,5818
1,6073,130,None,106,24
6,206,1094,None,492,0
1,5946,130,None,106,24
1,5945,916,None,766,150
22,72,2257,None,1636,132
1,0,2,non-bug,1,1
1,0,5,None,0,5
4,0,11,None,0,11
1,0,2,None,1,1
20,72,1715,None,1332,1
1,0,6,None,3,3
2,528,542,non-bug,304,131
2,528,116,non-bug,9,0
4,0,72,None,31,39
2,0,74,None,0,0
4,0,203,None,15,10
1,0,354,None,0,0
2,0,12,None,6,6
1,0,3,None,2,1
1,0,2,None,1,1
5,0,219,None,8,211
5,0,281,None,281,0
2,0,83,None,0,0
1,0,2,None,2,0
1,0,101,None,101,0
1,0,0,None,0,0
1,5693,27,None,27,0
1,5693,27,None,27,0
1,0,8,None,0,0
3,277,610,bug,299,1
1,5666,6,None,3,3
20,72,1715,None,1332,1
1,5666,555,None,397,158
1,0,12,None,12,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
33,45,3226,None,1361,1195
1,0,213,None,128,85
27,45,54,None,36,13
34,41,3335,None,1320,1220
4,135,150,non-bug,53,11
4,135,150,non-bug,53,11
3,49,118,None,69,0
3,49,118,None,69,0
5,112,278,None,67,141
4,112,219,None,67,141
1,5391,74,None,37,37
1,0,59,None,0,0
2,5391,124,None,62,0
1,519,426,bug,295,131
2,5391,124,None,62,0
2,147,40,None,20,20
2,147,40,None,20,20
2,0,9,None,8,1
1,0,7,None,7,0
1,5329,4995,None,2568,2427
1,0,2,None,1,1
1,0,2,None,1,1
2,177,271,non-bug,89,32
2,177,271,non-bug,89,32
1,5329,4995,None,2568,2427
1,0,4,None,0,4
2,5188,125,non-bug,35,10
2,5188,125,None,35,10
1,0,8,None,8,0
1,0,2,None,1,1
1,0,2,None,1,1
3,59,294,None,75,0
3,105,26,non-bug,13,5
4,66,366,None,237,0
3,147,628,None,269,0
3,157,230,None,100,16
2,66,37,None,8,8
6,147,929,None,72,134
3,59,294,None,75,0
3,105,26,non-bug,13,5
1,0,9,None,9,0
1,0,22,None,22,0
5,106,735,None,13,358
1,4961,136,None,134,2
3,66,191,None,83,0
3,283,116,None,116,0
2,280,560,None,560,0
1,0,2,None,1,1
1,0,2,None,1,1
2,117,98,non-bug,28,0
1,0,20,None,0,0
2,117,78,None,28,0
2,120,56,non-bug,6,3
2,120,56,None,6,3
1,0,20,None,0,0
1,0,20,None,0,0
2,4819,35,non-bug,8,1
2,4819,35,non-bug,8,1
1,0,16,non-bug,0,0
1,0,16,non-bug,0,0
3,136,117,non-bug,18,11
3,136,117,non-bug,18,11
2,0,58,None,0,0
1,0,56,None,0,0
1,0,2,non-bug,0,0
5,82,155,None,95,6
2,357,12,non-bug,2,5
3,82,143,None,93,1
1,0,5,None,5,0
3,157,230,None,100,16
1,0,2,None,1,1
1,0,2,None,1,1
3,191,539,None,382,0
2,191,289,None,0,132
203,42,25757,None,681,11755
108,60,1620,None,255,0
4,104,235,None,0,105
159,42,21968,None,625,582
4,0,166,non-bug,0,0
140,75,23900,None,171,11438
70,0,548,None,0,0
2,323,260,None,250,10
2,245,274,None,274,0
1,0,10,None,10,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
1,457,318,non-bug,215,103
1,4611,17,None,17,0
3,81,247,None,247,0
1,413,60,non-bug,48,12
2,0,107,None,39,10
3,298,328,None,327,1
1,143,22,non-bug,20,2
1,25,6,None,4,2
1,298,2,None,1,1
1,143,22,non-bug,20,2
1,0,58,None,0,0
1,457,51,None,28,23
1,452,132,None,113,19
1,358,229,None,120,109
1,347,11,None,3,8
1,352,9,non-bug,8,1
1,0,1,None,1,0
22,70,1843,None,851,89
1,413,60,non-bug,48,12
1,4585,14,None,3,11
1,4593,25,None,25,0
3,81,247,None,247,0
1,721,1,None,0,1
1,721,1,None,0,1
1,0,7,None,7,0
1,0,2,None,1,1
1,0,2,None,1,1
1,4568,21,None,17,4
5,70,423,None,226,5
1,536,219,None,175,44
1,385,76,non-bug,72,4
1,4545,21,None,17,4
1,536,1,None,0,1
1,537,50,non-bug,29,21
1,529,204,non-bug,164,40
1,385,76,non-bug,72,4
1,0,4,None,4,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,5,None,0,5
6,0,837,None,148,0
1,0,5,None,5,0
2,0,7,None,0,0
2,0,291,None,0,291
1,0,4,None,2,2
6,0,148,None,101,7
6,0,826,None,268,2
2,0,443,None,33,1
1,0,1,None,0,1
1,0,1,None,1,0
5,0,177,None,27,1
4,0,21,None,21,0
1,0,7,None,7,0
1,0,2,None,1,1
1,0,2,None,1,1
3,722,184,non-bug,136,26
1,722,80,non-bug,76,4
2,309,104,None,60,22
1,99,19,None,16,3
2,698,43,non-bug,42,1
1,0,2,non-bug,1,1
1,99,19,None,16,3
1,4555,63,non-bug,57,6
2,70,131,None,11,3
1,0,2,non-bug,1,1
1,128,14,None,7,7
4,62,347,bug,217,55
1,298,50,bug,5,45
1,338,8,None,5,3
1,336,3,None,0,3
1,339,31,None,29,2
2,698,43,non-bug,42,1
1,0,48,None,38,10
1,0,12,None,6,6
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,2,0
2,312,154,None,104,50
1,0,14,None,14,0
2,281,286,None,285,1
3,491,426,None,93,139
1,4532,19,None,19,0
3,360,34,None,23,0
1,4521,2,None,1,1
1,4521,19,None,19,0
3,360,34,None,23,0
2,491,267,None,93,139
2,0,197,None,0,0
11,173,705,None,705,0
23,24,2296,None,1375,795
1,4502,19,None,19,0
2,224,249,None,249,0
1,221,100,non-bug,88,12
1,0,2,non-bug,0,0
2,4458,71,None,16,0
6,66,280,None,86,1
1,0,103,None,0,0
2,59,96,None,1,11
1,0,8,None,8,0
1,0,2,None,1,1
6,0,85,None,85,0
1,0,37,None,37,0
2,0,20,None,17,3
1,0,38,None,38,0
6,0,201,None,187,14
5,173,350,None,350,0
1,0,17,None,0,0
3,0,44,None,5,39
2,0,22,None,5,17
2,0,12,None,6,6
7,0,355,None,213,142
4,0,288,None,143,145
1,0,116,None,82,34
1,0,115,None,20,95
1,0,3,None,2,1
1,0,7,None,7,0
2,0,55,None,54,1
1,224,15,None,15,0
1,4452,2,None,2,0
1,4450,17,None,17,0
1,0,4,None,2,2
4,0,7,None,5,2
1,0,73,None,0,0
3,0,34,None,29,1
1,209,12,None,12,0
1,221,106,non-bug,74,32
1,4458,2,None,0,2
2,197,224,None,224,0
1,179,34,non-bug,34,0
6,0,527,None,163,303
6,0,236,None,200,5
1,0,46,None,0,0
1,0,810,None,403,407
2,0,8,None,3,5
13,0,135,None,90,45
3,0,85,None,70,15
2,0,27,None,20,7
7,0,318,None,284,34
1,0,14,None,0,0
2,4449,57,None,16,0
4,0,55,None,33,22
1,0,6,None,6,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,0,0
2,59,96,None,1,11
3,0,9,None,5,4
1,0,8,None,6,2
5,66,221,None,96,1
3,61,140,None,100,0
2,122,138,None,138,0
4,0,93,None,71,22
1,0,2,None,1,1
3,877,282,None,274,8
2,0,18,None,15,3
1,0,5,None,5,0
5,24,48,None,9,39
5,0,19,None,18,1
1,0,11,None,11,0
3,877,282,None,274,8
1,0,2,None,1,1
2,4366,51,None,9,0
1,4357,2,None,1,1
5,0,64,None,0,64
1,69,1,None,1,0
76,125,8798,None,7086,371
6,86,206,None,168,38
6,86,206,None,168,38
2,4396,25,None,1,1
1,61,8,None,1,7
2,4396,38,None,21,0
2,67,84,None,76,8
1,4373,2,None,2,0
1,4374,17,None,17,0
1,0,2,None,1,1
1,0,6,None,6,0
1,0,4,None,4,0
1,0,2,None,1,1
1,0,2,None,1,1
3,86,75,non-bug,38,37
3,86,75,non-bug,38,37
1,0,2,None,1,1
1,0,19,None,19,0
1,0,53,None,52,1
1,0,4,None,2,2
1,0,35,None,35,0
1,0,14,None,14,0
2,122,136,None,136,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
1,0,4,None,4,0
1,4357,66,None,0,66
1,4357,66,None,0,66
10,43,777,None,776,1
3,247,303,None,302,1
1,301,15,None,15,0
2,247,288,None,287,1
